Area1_1.Task, Area1_1.TaskBeginning, Area1_1.TaskEnd, Area1_1StartInThisArea, Area1_1EndInThisArea, Area1_1.Worker, Area1_1.NumberOfWorkers, Area1_2.Task, Area1_2.TaskBeginning, Area1_2.TaskEnd, Area1_2StartInThisArea, Area1_2EndInThisArea, Area1_2.Worker, Area1_2.NumberOfWorkers, Area1_3.Task, Area1_3.TaskBeginning, Area1_3.TaskEnd, Area1_3StartInThisArea, Area1_3EndInThisArea, Area1_3.Worker, Area1_3.NumberOfWorkers, Area1_4.Task, Area1_4.TaskBeginning, Area1_4.TaskEnd, Area1_4StartInThisArea, Area1_4EndInThisArea, Area1_4.Worker, Area1_4.NumberOfWorkers, Area1_5.Task, Area1_5.TaskBeginning, Area1_5.TaskEnd, Area1_5StartInThisArea, Area1_5EndInThisArea, Area1_5.Worker, Area1_5.NumberOfWorkers, Area2_1.Task, Area2_1.TaskBeginning, Area2_1.TaskEnd, Area2_1StartInThisArea, Area2_1EndInThisArea, Area2_1.Worker, Area2_1.NumberOfWorkers, Area2_2.Task, Area2_2.TaskBeginning, Area2_2.TaskEnd, Area2_2StartInThisArea, Area2_2EndInThisArea, Area2_2.Worker, Area2_2.NumberOfWorkers, Area2_3.Task, Area2_3.TaskBeginning, Area2_3.TaskEnd, Area2_3StartInThisArea, Area2_3EndInThisArea, Area2_3.Worker, Area2_3.NumberOfWorkers
5, 150, 190, 150, 181, 1, 1,		136, 217, 245, 217, 245, 2, 4,		5, 150, 190, 181, 189, 3, 1,		37, 185, 189, 185, 189, 4, 2,		37, 185, 189, 185, 189, 5, 2,		28, 133, 168, 133, 168, 6, 2,		180, 121, 133, 121, 133, 7, 2,		139, 92, 121, 92, 121, 8, 2		
41, 77, 189, 181, 189, 1, 2,		89, 245, 318, 245, 318, 2, 4,		196, 189, 217, 189, 217, 3, 4,		196, 189, 217, 189, 217, 4, 4,		196, 189, 217, 189, 217, 5, 4,		91, 192, 218, 192, 218, 6, 2,		28, 133, 168, 133, 168, 7, 2,		161, 119, 135, 121, 135, 8, 1		
196, 189, 217, 189, 217, 1, 4,		135, 318, 350, 318, 350, 2, 4,		136, 217, 245, 217, 245, 3, 4,		136, 217, 245, 217, 245, 4, 4,		136, 217, 245, 217, 245, 5, 4,		178, 218, 243, 218, 243, 6, 2,		51, 168, 192, 168, 192, 7, 2,		59, 135, 143, 135, 143, 8, 1		
44, 200, 222, 217, 222, 1, 1,		176, 351, 363, 351, 363, 2, 1,		89, 245, 318, 245, 318, 3, 4,		149, 244, 252, 245, 252, 4, 1,		89, 245, 318, 245, 318, 5, 4,		78, 268, 272, 268, 272, 6, 2,		53, 192, 200, 192, 200, 7, 1,		34, 143, 156, 143, 156, 8, 1		
199, 222, 244, 222, 244, 1, 1,		125, 363, 387, 363, 381, 2, 1,		135, 318, 350, 318, 350, 3, 4,		135, 318, 350, 318, 350, 4, 4,		135, 318, 350, 318, 350, 5, 4,		8, 272, 288, 272, 288, 6, 1,		74, 200, 208, 200, 208, 7, 1,		109, 156, 158, 156, 158, 8, 1		
89, 245, 318, 245, 252, 1, 4,		38, 381, 413, 381, 413, 2, 4,		193, 350, 381, 350, 381, 3, 4,		193, 350, 381, 350, 381, 4, 4,		193, 350, 381, 350, 381, 5, 4,		105, 293, 365, 293, 365, 6, 1,		178, 218, 243, 218, 243, 7, 2,		51, 168, 192, 168, 192, 8, 2		
186, 252, 272, 252, 272, 1, 1,		99, 413, 425, 413, 425, 2, 4,		38, 381, 413, 381, 413, 3, 4,		38, 381, 413, 381, 413, 4, 4,		24, 387, 393, 387, 393, 5, 1,		27, 365, 383, 365, 383, 6, 2,		174, 243, 268, 243, 268, 7, 2,		91, 192, 218, 192, 218, 8, 2		
43, 272, 324, 272, 324, 1, 1,		117, 425, 453, 425, 453, 2, 2,		145, 393, 420, 413, 420, 3, 1,		99, 413, 425, 413, 425, 4, 4,		145, 393, 420, 393, 413, 5, 1,		151, 383, 403, 383, 403, 6, 2,		16, 272, 293, 272, 293, 7, 2,		42, 218, 228, 218, 228, 8, 1		
96, 324, 351, 324, 350, 1, 1,		47, 453, 473, 453, 473, 2, 2,		84, 420, 425, 420, 425, 3, 1,		128, 425, 478, 425, 478, 4, 2,		99, 413, 425, 413, 425, 5, 4,		88, 403, 434, 403, 434, 6, 2,		190, 293, 309, 293, 309, 7, 2,		174, 243, 268, 243, 268, 8, 2		
193, 350, 381, 350, 381, 1, 4,		95, 473, 598, 473, 598, 2, 2,		117, 425, 453, 425, 453, 3, 2,		0, 478, 524, 478, 524, 4, 2,		128, 425, 478, 425, 478, 5, 2,		69, 421, 437, 434, 437, 6, 1,		115, 317, 321, 317, 321, 7, 2,		78, 268, 272, 268, 272, 8, 2		
125, 363, 387, 381, 387, 1, 1,		143, 575, 600, 598, 600, 2, 2,		47, 453, 473, 453, 473, 3, 2,		170, 524, 552, 524, 552, 4, 2,		0, 478, 524, 478, 524, 5, 2,		137, 437, 473, 437, 473, 6, 1,		173, 321, 345, 321, 345, 7, 2,		16, 272, 293, 272, 293, 8, 2		
38, 381, 413, 387, 413, 1, 4,		2, 600, 606, 600, 606, 2, 2,		95, 473, 598, 473, 598, 3, 2,		143, 575, 600, 575, 598, 4, 2,		75, 552, 558, 552, 558, 5, 2,		1, 473, 485, 473, 485, 6, 1,		25, 345, 355, 345, 355, 7, 1,		190, 293, 309, 293, 309, 8, 2		
99, 413, 425, 413, 425, 1, 4,		185, 528, 608, 606, 608, 2, 1,		143, 575, 600, 598, 600, 3, 2,		144, 598, 738, 598, 738, 4, 2,		138, 558, 575, 558, 575, 5, 2,		177, 485, 493, 485, 493, 6, 1,		68, 355, 361, 355, 361, 7, 1,		55, 309, 317, 309, 317, 8, 1		
191, 425, 433, 425, 433, 1, 1,		63, 608, 612, 608, 612, 2, 1,		2, 600, 606, 600, 606, 3, 2,		203, 735, 746, 738, 746, 4, 2,		143, 575, 600, 575, 598, 5, 2,		58, 495, 497, 495, 497, 6, 2,		27, 365, 383, 365, 373, 7, 2,		115, 317, 321, 317, 321, 8, 2		
93, 433, 443, 433, 443, 1, 1,		113, 612, 636, 612, 636, 2, 1,		94, 606, 636, 606, 636, 3, 1,		198, 738, 768, 746, 768, 4, 1,		144, 598, 738, 598, 738, 5, 2,		97, 497, 511, 497, 511, 6, 2,		49, 373, 393, 373, 393, 7, 1,		173, 321, 345, 321, 345, 8, 2		
45, 443, 483, 443, 483, 1, 1,		85, 648, 650, 648, 650, 2, 2,		108, 636, 648, 636, 648, 3, 1,		19, 768, 770, 768, 770, 4, 2,		203, 735, 746, 738, 746, 5, 2,		148, 511, 517, 511, 517, 6, 2,		200, 393, 407, 393, 407, 7, 1,		48, 345, 359, 345, 359, 8, 1		
7, 483, 495, 483, 495, 1, 1,		60, 650, 660, 650, 660, 2, 2,		85, 648, 650, 648, 650, 3, 2,		4, 768, 774, 770, 774, 4, 1,		103, 746, 750, 746, 750, 5, 1,		6, 517, 523, 517, 523, 6, 2,		146, 407, 421, 407, 421, 7, 1,		98, 359, 373, 359, 373, 8, 1		
71, 495, 509, 495, 509, 1, 1,		202, 660, 682, 660, 682, 2, 2,		60, 650, 660, 650, 660, 3, 2,		152, 774, 777, 774, 777, 4, 2,		168, 738, 753, 750, 753, 5, 1,		54, 523, 533, 523, 533, 6, 2,		69, 421, 437, 421, 434, 7, 1,		27, 365, 383, 373, 383, 8, 2		
29, 509, 517, 509, 517, 1, 1,		92, 682, 700, 682, 700, 2, 2,		181, 648, 672, 660, 672, 3, 1,		81, 774, 784, 777, 784, 4, 1,		66, 752, 756, 753, 756, 5, 1,		33, 533, 553, 533, 553, 6, 2,		116, 434, 495, 434, 495, 7, 2,		151, 383, 403, 383, 403, 8, 2		
129, 517, 524, 517, 524, 1, 1,		142, 700, 718, 700, 718, 2, 2,		202, 660, 682, 672, 682, 3, 2,		101, 777, 795, 784, 795, 4, 1,		77, 756, 768, 756, 768, 5, 1,		201, 553, 564, 553, 564, 6, 2,		58, 495, 497, 495, 497, 7, 2,		88, 403, 434, 403, 434, 8, 2		
127, 524, 528, 524, 528, 1, 1,		119, 718, 731, 718, 731, 2, 2,		92, 682, 700, 682, 700, 3, 2,		52, 795, 798, 796, 798, 4, 2,		19, 768, 770, 768, 770, 5, 2,		107, 564, 588, 564, 566, 6, 2,		35, 497, 499, 497, 499, 7, 1,		116, 434, 495, 434, 495, 8, 2		
185, 528, 608, 528, 606, 1, 1,		120, 731, 735, 731, 735, 2, 2,		142, 700, 718, 700, 718, 3, 2,		187, 796, 807, 798, 807, 4, 2,		64, 770, 772, 770, 772, 5, 1,		121, 566, 568, 566, 568, 6, 1,		131, 499, 505, 499, 505, 7, 1,		97, 497, 511, 497, 511, 8, 2		
181, 648, 672, 648, 660, 1, 1,		203, 735, 746, 735, 738, 2, 2,		119, 718, 731, 718, 731, 3, 2,		0, 0, 0, 0, 0, 0, 0,			124, 772, 774, 772, 774, 5, 1,		70, 568, 578, 568, 578, 6, 1,		134, 505, 510, 505, 510, 7, 1,		54, 523, 533, 523, 533, 8, 2		
202, 660, 682, 660, 672, 1, 2,		168, 738, 753, 739, 750, 2, 1,		65, 731, 735, 731, 735, 3, 1,		0, 0, 0, 0, 0, 0, 0,			152, 774, 777, 774, 777, 5, 2,		110, 588, 602, 588, 602, 6, 2,		148, 511, 517, 511, 517, 7, 2,		33, 533, 553, 533, 553, 8, 2		
12, 672, 676, 672, 676, 1, 1,		175, 750, 752, 750, 752, 2, 2,		203, 735, 746, 735, 738, 3, 2,		0, 0, 0, 0, 0, 0, 0,			101, 777, 795, 777, 784, 5, 1,		194, 602, 610, 602, 610, 6, 2,		6, 517, 523, 517, 523, 7, 2,		107, 564, 588, 564, 588, 8, 2		
50, 676, 692, 676, 692, 1, 1,		79, 752, 762, 753, 762, 2, 1,		198, 738, 768, 738, 746, 3, 1,		0, 0, 0, 0, 0, 0, 0,			157, 784, 794, 784, 794, 5, 1,		87, 610, 622, 610, 622, 6, 2,		201, 553, 564, 553, 564, 7, 2,		32, 588, 590, 588, 590, 8, 1		
20, 692, 698, 692, 698, 1, 1,		141, 782, 791, 782, 791, 2, 1,		154, 746, 750, 746, 750, 3, 2,		0, 0, 0, 0, 0, 0, 0,			52, 795, 798, 796, 798, 5, 2,		57, 622, 628, 622, 628, 6, 1,		46, 564, 566, 564, 566, 7, 1,		118, 590, 632, 590, 602, 8, 1		
192, 698, 700, 698, 700, 1, 1,		189, 791, 792, 791, 794, 2, 1,		175, 750, 752, 750, 752, 3, 2,		0, 0, 0, 0, 0, 0, 0,			187, 796, 807, 798, 807, 5, 2,		80, 632, 640, 632, 640, 6, 2,		107, 564, 588, 566, 588, 7, 2,		194, 602, 610, 602, 610, 8, 2		
169, 701, 729, 701, 729, 1, 1,		187, 796, 807, 796, 798, 2, 2,		66, 752, 756, 752, 764, 3, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			22, 640, 648, 640, 648, 6, 2,		110, 588, 602, 588, 602, 7, 2,		87, 610, 622, 610, 622, 8, 2		
159, 729, 731, 729, 731, 1, 1,		15, 798, 801, 798, 801, 2, 2,		56, 764, 768, 764, 768, 3, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			17, 648, 654, 648, 654, 6, 2,		118, 590, 632, 602, 632, 7, 1,		80, 632, 640, 632, 640, 8, 2		
120, 731, 735, 731, 735, 1, 2,		114, 801, 804, 801, 804, 2, 2,		4, 768, 774, 768, 770, 3, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			160, 654, 666, 654, 666, 6, 2,		22, 640, 648, 640, 648, 7, 2,		188, 640, 644, 640, 644, 8, 1		
156, 735, 739, 735, 738, 1, 1,		163, 804, 807, 804, 807, 2, 1,		158, 770, 774, 770, 774, 3, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			17, 648, 654, 648, 654, 7, 2,		67, 648, 652, 648, 652, 8, 1		
183, 739, 743, 739, 743, 1, 1,		0, 0, 0, 0, 0, 0, 0,			81, 774, 784, 774, 777, 3, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			62, 654, 658, 654, 658, 7, 1,		160, 654, 666, 654, 658, 8, 2		
36, 743, 745, 743, 745, 1, 1,		0, 0, 0, 0, 0, 0, 0,			82, 785, 795, 785, 794, 3, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			160, 654, 666, 658, 666, 7, 2,		0, 0, 0, 0, 0, 0, 0			
154, 746, 750, 746, 750, 1, 2,		0, 0, 0, 0, 0, 0, 0,			187, 796, 807, 796, 798, 3, 2,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
106, 753, 785, 753, 785, 1, 1,		0, 0, 0, 0, 0, 0, 0,			15, 798, 801, 798, 801, 3, 2,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
150, 795, 799, 795, 799, 1, 1,		0, 0, 0, 0, 0, 0, 0,			114, 801, 804, 801, 804, 3, 2,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
155, 799, 801, 799, 801, 1, 1,		0, 0, 0, 0, 0, 0, 0,			30, 801, 805, 804, 816, 3, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
30, 801, 805, 801, 804, 1, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
