Area1_1.Task, Area1_1.TaskBeginning, Area1_1.TaskEnd, Area1_1StartInThisArea, Area1_1EndInThisArea, Area1_1.Worker, Area1_1.NumberOfWorkers, Area1_2.Task, Area1_2.TaskBeginning, Area1_2.TaskEnd, Area1_2StartInThisArea, Area1_2EndInThisArea, Area1_2.Worker, Area1_2.NumberOfWorkers, Area1_3.Task, Area1_3.TaskBeginning, Area1_3.TaskEnd, Area1_3StartInThisArea, Area1_3EndInThisArea, Area1_3.Worker, Area1_3.NumberOfWorkers, Area1_4.Task, Area1_4.TaskBeginning, Area1_4.TaskEnd, Area1_4StartInThisArea, Area1_4EndInThisArea, Area1_4.Worker, Area1_4.NumberOfWorkers, Area1_5.Task, Area1_5.TaskBeginning, Area1_5.TaskEnd, Area1_5StartInThisArea, Area1_5EndInThisArea, Area1_5.Worker, Area1_5.NumberOfWorkers, Area2_1.Task, Area2_1.TaskBeginning, Area2_1.TaskEnd, Area2_1StartInThisArea, Area2_1EndInThisArea, Area2_1.Worker, Area2_1.NumberOfWorkers, Area2_2.Task, Area2_2.TaskBeginning, Area2_2.TaskEnd, Area2_2StartInThisArea, Area2_2EndInThisArea, Area2_2.Worker, Area2_2.NumberOfWorkers, Area2_3.Task, Area2_3.TaskBeginning, Area2_3.TaskEnd, Area2_3StartInThisArea, Area2_3EndInThisArea, Area2_3.Worker, Area2_3.NumberOfWorkers
93, 0, 0, 433, 443, 1, 1,		113, 0, 0, 612, 636, 2, 1,		94, 0, 0, 606, 636, 3, 1,		198, 0, 0, 746, 768, 4, 1,		144, 0, 0, 598, 738, 5, 2,		97, 0, 0, 497, 511, 6, 2,		49, 0, 0, 373, 393, 7, 1,		173, 0, 0, 321, 345, 8, 2		
45, 0, 0, 443, 483, 1, 1,		85, 0, 0, 648, 650, 2, 2,		108, 0, 0, 636, 648, 3, 1,		187, 802, 813, 810, 813, 4, 2,		203, 0, 0, 738, 746, 5, 2,		148, 0, 0, 511, 517, 6, 2,		200, 0, 0, 393, 407, 7, 1,		48, 0, 0, 345, 359, 8, 1		
7, 0, 0, 483, 495, 1, 1,		60, 0, 0, 650, 660, 2, 2,		85, 0, 0, 648, 650, 3, 2,		163, 813, 816, 813, 816, 4, 1,		101, 798, 816, 810, 816, 5, 1,		6, 0, 0, 517, 523, 6, 2,		146, 0, 0, 407, 421, 7, 1,		98, 0, 0, 359, 373, 8, 1		
71, 0, 0, 495, 509, 1, 1,		202, 0, 0, 660, 682, 2, 2,		60, 0, 0, 650, 660, 3, 2,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			54, 0, 0, 523, 533, 6, 2,		69, 0, 0, 421, 434, 7, 1,		27, 0, 0, 373, 383, 8, 2		
29, 0, 0, 509, 517, 1, 1,		92, 0, 0, 682, 700, 2, 2,		181, 0, 0, 660, 672, 3, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			33, 0, 0, 533, 553, 6, 2,		116, 0, 0, 434, 495, 7, 2,		151, 0, 0, 383, 403, 8, 2		
129, 0, 0, 517, 524, 1, 1,		142, 0, 0, 700, 718, 2, 2,		202, 0, 0, 672, 682, 3, 2,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			201, 0, 0, 553, 564, 6, 2,		58, 0, 0, 495, 497, 7, 2,		88, 0, 0, 403, 434, 8, 2		
127, 0, 0, 524, 528, 1, 1,		119, 0, 0, 718, 731, 2, 2,		92, 0, 0, 682, 700, 3, 2,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			107, 0, 0, 564, 566, 6, 2,		35, 0, 0, 497, 499, 7, 1,		116, 0, 0, 434, 495, 8, 2		
185, 0, 0, 528, 606, 1, 1,		203, 0, 0, 735, 738, 2, 2,		142, 0, 0, 700, 718, 3, 2,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			121, 0, 0, 566, 568, 6, 1,		131, 0, 0, 499, 505, 7, 1,		97, 0, 0, 497, 511, 8, 2		
181, 0, 0, 648, 660, 1, 1,		141, 0, 0, 782, 791, 2, 1,		119, 0, 0, 718, 731, 3, 2,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			70, 0, 0, 568, 578, 6, 1,		134, 0, 0, 505, 510, 7, 1,		54, 0, 0, 523, 533, 8, 2		
202, 0, 0, 660, 672, 1, 2,		187, 802, 813, 810, 813, 2, 2,		65, 0, 0, 731, 735, 3, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			110, 0, 0, 588, 602, 6, 2,		148, 0, 0, 511, 517, 7, 2,		33, 0, 0, 533, 553, 8, 2		
