Area1_1.Task, Area1_1.TaskBeginning, Area1_1.TaskEnd, Area1_1StartInThisArea, Area1_1EndInThisArea, Area1_1.Worker, Area1_1.NumberOfWorkers, Area1_2.Task, Area1_2.TaskBeginning, Area1_2.TaskEnd, Area1_2StartInThisArea, Area1_2EndInThisArea, Area1_2.Worker, Area1_2.NumberOfWorkers, Area1_3.Task, Area1_3.TaskBeginning, Area1_3.TaskEnd, Area1_3StartInThisArea, Area1_3EndInThisArea, Area1_3.Worker, Area1_3.NumberOfWorkers, Area1_4.Task, Area1_4.TaskBeginning, Area1_4.TaskEnd, Area1_4StartInThisArea, Area1_4EndInThisArea, Area1_4.Worker, Area1_4.NumberOfWorkers, Area1_5.Task, Area1_5.TaskBeginning, Area1_5.TaskEnd, Area1_5StartInThisArea, Area1_5EndInThisArea, Area1_5.Worker, Area1_5.NumberOfWorkers, Area2_1.Task, Area2_1.TaskBeginning, Area2_1.TaskEnd, Area2_1StartInThisArea, Area2_1EndInThisArea, Area2_1.Worker, Area2_1.NumberOfWorkers, Area2_2.Task, Area2_2.TaskBeginning, Area2_2.TaskEnd, Area2_2StartInThisArea, Area2_2EndInThisArea, Area2_2.Worker, Area2_2.NumberOfWorkers, Area2_3.Task, Area2_3.TaskBeginning, Area2_3.TaskEnd, Area2_3StartInThisArea, Area2_3EndInThisArea, Area2_3.Worker, Area2_3.NumberOfWorkers
38, 396, 428, 396, 428, 1, 4,		185, 532, 612, 532, 541, 2, 1,		142, 649, 667, 649, 667, 3, 2,		181, 746, 770, 754, 762, 4, 1,		203, 692, 703, 692, 703, 5, 2,		137, 358, 394, 364, 394, 6, 1,		27, 422, 440, 422, 440, 7, 2,		27, 422, 440, 422, 440, 8, 2		
150, 428, 432, 428, 432, 1, 1,		117, 541, 569, 541, 569, 2, 2,		202, 667, 689, 667, 689, 3, 2,		141, 762, 771, 762, 771, 4, 1,		94, 702, 762, 703, 762, 5, 1,		17, 394, 400, 394, 400, 6, 2,		116, 440, 501, 440, 501, 7, 2,		58, 501, 503, 501, 503, 8, 2		
29, 432, 440, 432, 440, 1, 1,		185, 532, 612, 569, 597, 2, 1,		175, 690, 692, 690, 692, 3, 2,		154, 770, 774, 771, 774, 4, 2,		181, 746, 770, 762, 770, 5, 1,		1, 402, 414, 402, 414, 6, 1,		131, 501, 507, 501, 507, 7, 1,		35, 503, 505, 503, 505, 8, 1		
60, 440, 450, 440, 450, 1, 2,		7, 597, 609, 597, 609, 2, 1,		203, 692, 703, 692, 703, 3, 2,		77, 774, 786, 775, 782, 4, 1,		154, 770, 774, 770, 774, 5, 2,		151, 402, 422, 414, 422, 6, 2,		194, 516, 524, 516, 518, 7, 2,		201, 505, 516, 505, 516, 8, 2		
12, 450, 454, 450, 454, 1, 1,		144, 612, 752, 612, 752, 2, 2,		103, 703, 707, 703, 707, 3, 1,		157, 774, 784, 782, 784, 4, 1,		64, 775, 777, 775, 777, 5, 1,		177, 418, 426, 422, 426, 6, 1,		121, 518, 520, 518, 520, 7, 1,		46, 516, 518, 516, 518, 8, 1		
138, 450, 467, 454, 467, 1, 2,		181, 746, 770, 752, 754, 2, 1,		129, 703, 710, 707, 710, 3, 1,		101, 782, 794, 784, 786, 4, 1,		124, 777, 779, 777, 779, 5, 1,		116, 440, 501, 440, 501, 6, 2,		194, 516, 524, 520, 524, 7, 2,		194, 516, 524, 518, 524, 8, 2		
45, 454, 494, 467, 487, 1, 1,		191, 752, 760, 754, 760, 2, 1,		159, 739, 741, 739, 741, 3, 1,		82, 784, 794, 786, 794, 4, 1,		157, 774, 784, 779, 782, 5, 1,		58, 501, 503, 501, 503, 6, 2,		70, 520, 530, 524, 530, 7, 1,		78, 532, 536, 532, 536, 8, 2		
95, 487, 612, 487, 498, 1, 2,		4, 760, 763, 760, 763, 2, 1,		120, 742, 746, 742, 746, 3, 2,		152, 794, 797, 794, 797, 4, 2,		101, 782, 794, 782, 784, 5, 1,		201, 505, 516, 505, 516, 6, 2,		78, 532, 536, 532, 536, 7, 2,		8, 536, 552, 536, 552, 8, 1		
50, 494, 510, 498, 510, 1, 1,		81, 763, 773, 763, 770, 2, 1,		156, 746, 750, 746, 750, 3, 1,		3, 797, 799, 797, 799, 4, 2,		82, 784, 794, 784, 786, 5, 1,		194, 516, 524, 516, 520, 6, 2,		22, 536, 544, 536, 544, 7, 2,		190, 552, 568, 552, 568, 8, 2		
199, 510, 532, 510, 523, 1, 1,		81, 763, 773, 771, 773, 2, 1,		183, 750, 754, 750, 752, 3, 1,		187, 797, 808, 799, 808, 4, 2,		168, 786, 801, 786, 797, 5, 1,		70, 520, 530, 520, 524, 6, 1,		67, 544, 548, 544, 548, 7, 1,		55, 568, 576, 568, 576, 8, 1		
92, 523, 541, 523, 541, 1, 2,		157, 774, 784, 775, 779, 2, 1,		198, 752, 782, 752, 782, 3, 1,		85, 808, 810, 808, 810, 4, 2,		3, 797, 799, 797, 799, 5, 2,		22, 536, 544, 536, 544, 6, 2,		49, 604, 624, 604, 624, 7, 1,		48, 576, 590, 576, 590, 8, 1		
185, 532, 612, 541, 569, 1, 1,		15, 779, 782, 779, 782, 2, 2,		77, 774, 786, 782, 786, 3, 1,		0, 0, 0, 0, 0, 0, 0,			187, 797, 808, 799, 801, 5, 2,		190, 552, 568, 552, 568, 6, 2,		6, 672, 678, 672, 678, 7, 2,		98, 590, 604, 590, 604, 8, 1		
170, 569, 597, 569, 597, 1, 2,		114, 794, 797, 794, 797, 2, 2,		101, 782, 794, 786, 794, 3, 1,		0, 0, 0, 0, 0, 0, 0,			52, 801, 804, 801, 804, 5, 2,		146, 638, 652, 638, 652, 6, 1,		54, 678, 688, 678, 688, 7, 2,		200, 624, 638, 624, 638, 8, 1		
185, 532, 612, 597, 612, 1, 1,		187, 797, 808, 797, 799, 2, 2,		152, 794, 797, 794, 797, 3, 2,		0, 0, 0, 0, 0, 0, 0,			37, 804, 808, 804, 808, 5, 2,		97, 652, 666, 652, 666, 6, 2,		110, 708, 722, 708, 722, 7, 2,		97, 652, 666, 652, 666, 8, 2		
20, 612, 618, 612, 618, 1, 1,		155, 799, 801, 799, 801, 2, 1,		168, 786, 801, 797, 801, 3, 1,		0, 0, 0, 0, 0, 0, 0,			36, 808, 810, 808, 810, 5, 1,		148, 666, 672, 666, 672, 6, 2,		107, 722, 746, 722, 746, 7, 2,		148, 666, 672, 666, 672, 8, 2		
158, 618, 622, 618, 622, 1, 1,		52, 801, 804, 801, 804, 2, 2,		187, 797, 808, 801, 808, 3, 2,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			54, 678, 688, 678, 688, 6, 2,		87, 746, 758, 746, 758, 7, 2,		6, 672, 678, 672, 678, 8, 2		
65, 624, 628, 624, 628, 1, 1,		37, 804, 808, 804, 808, 2, 2,		85, 808, 810, 808, 810, 3, 2,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			33, 688, 708, 688, 708, 6, 2,		160, 758, 770, 758, 770, 7, 2,		33, 688, 708, 688, 708, 8, 2		
169, 628, 656, 628, 656, 1, 1,		0, 0, 0, 0, 0, 0, 0,			192, 810, 812, 810, 812, 3, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			107, 722, 746, 722, 746, 6, 2,		57, 770, 776, 770, 776, 7, 1,		110, 708, 722, 708, 722, 8, 2		
108, 656, 692, 656, 689, 1, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			32, 746, 748, 746, 748, 6, 1,		80, 790, 798, 790, 798, 7, 2,		87, 746, 758, 746, 758, 8, 2		
108, 656, 692, 690, 692, 1, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			118, 748, 790, 748, 758, 6, 1,		188, 798, 802, 798, 802, 7, 1,		118, 748, 790, 758, 790, 8, 1		
79, 692, 702, 692, 702, 1, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			160, 758, 770, 758, 770, 6, 2,		0, 0, 0, 0, 0, 0, 0,			80, 790, 798, 790, 798, 8, 2		
129, 703, 710, 703, 707, 1, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
106, 710, 742, 710, 742, 1, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
120, 742, 746, 742, 746, 1, 2,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
181, 746, 770, 746, 752, 1, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
191, 752, 760, 752, 754, 1, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
66, 754, 758, 754, 758, 1, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
30, 763, 767, 763, 767, 1, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
81, 763, 773, 770, 773, 1, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
56, 775, 779, 775, 779, 1, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
15, 779, 782, 779, 782, 1, 2,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
114, 794, 797, 794, 797, 1, 2,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
187, 797, 808, 797, 799, 1, 2,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
163, 799, 802, 799, 802, 1, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
189, 802, 803, 802, 867, 1, 1,		0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0,			0, 0, 0, 0, 0, 0, 0			
